Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Country,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit,Delivery Status
ORD3744,2027-07-07,2027-07-08,Standard Class,CUST7744,,Home Office,Central,Mexico,Furniture,Accessories,Notebook Binder,5,0.07,227.59,-64.78,Delayed
ORD3745,2027-07-08,2027-07-09,First Class,CUST7745,John Doe,Consumer,Central,Canada,Technology,Chairs,Smartphone,5,0.25,452.39,-104.51,Early
ORD3746,2027-07-09,2027-07-15,Same Day,CUST7746,Emma Johnson,Corporate,South,UK,Furniture,Accessories,Notebook Binder,7,0.1,390.72,-5.94,Early
ORD3747,2027-07-10,2027-07-15,Second Class,CUST7747,Emma Johnson,Corporate,West,USA,Furniture,Accessories,Smartphone,8,0.47,118.61,-22.22,Early
ORD3748,2027-07-11,2027-07-19,Standard Class,CUST7748,John Doe,Corporate,East,Mexico,Technology,Accessories,Office Chair,7,0.22,465.54,217.07,On Time
ORD3749,2027-07-12,2027-07-14,Second Class,CUST7749,John Doe,Corporate,East,USA,Technology,Phones,Notebook Binder,1,0.5,128.81,-35.13,On Time
ORD3750,2027-07-13,2027-07-17,Same Day,CUST7750,Emma Johnson,Corporate,Central,Canada,Furniture,Tables,USB Drive,1,0.02,455.13,218.12,On Time
ORD3751,2027-07-14,2027-07-22,First Class,CUST7751,Robert Brown,Home Office,Central,Germany,Furniture,Accessories,USB Drive,6,0.06,311.4,70.14,Delayed
ORD3752,2027-07-15,2027-07-21,First Class,CUST7752,John Doe,Corporate,West,USA,Office Supplies,Chairs,Smartphone,3,0.22,337.01,8.69,Early
ORD3753,2027-07-16,2027-07-17,First Class,CUST7753,John Doe,Corporate,Central,USA,Office Supplies,Storage,USB Drive,9,0.44,63.57,8.36,Early
ORD3754,2027-07-17,2027-07-21,Standard Class,CUST7754,Emma Johnson,Home Office,West,Germany,Technology,Accessories,USB Drive,7,0.28,42.21,1.19,Early
ORD3755,2027-07-18,2027-07-19,Standard Class,CUST7755,Emma Johnson,Home Office,South,USA,Furniture,Phones,Notebook Binder,2,0.37,484.49,76.82,On Time
ORD3756,2027-07-19,2027-07-21,First Class,CUST7756,John Doe,Home Office,East,USA,Technology,Phones,Smartphone,3,0.21,175.09,-31.24,Early
ORD3757,2027-07-20,2027-07-25,Same Day,CUST7757,Emma Johnson,Consumer,South,Germany,Technology,Storage,Notebook Binder,8,0.02,423.74,-86.44,Delayed
ORD3758,2027-07-21,2027-07-29,Same Day,CUST7758,John Doe,Consumer,Central,Germany,Furniture,Accessories,Smartphone,1,0.32,355.19,43.64,Delayed
ORD3759,2027-07-22,2027-07-30,Standard Class,CUST7759,Robert Brown,Corporate,East,Canada,Office Supplies,Binders,USB Drive,5,0.32,306.03,,On Time
ORD3760,2027-07-23,2027-07-26,First Class,CUST7760,Robert Brown,Corporate,East,Canada,Technology,Storage,Smartphone,1,0.04,,-22.82,On Time
ORD3761,2027-07-24,2027-07-28,Same Day,CUST7761,John Doe,Corporate,South,USA,Technology,Tables,Smartphone,9,0.09,53.8,23.75,On Time
ORD3762,2027-07-25,2027-07-31,Same Day,CUST7762,John Doe,Consumer,West,Mexico,Furniture,Chairs,Standing Desk,7,0.24,212.07,85.03,Early
ORD3763,2027-07-26,2027-07-29,Same Day,CUST7763,Alice Smith,Corporate,East,Canada,Office Supplies,Chairs,Smartphone,5,0.22,307.47,112.26,Early
ORD3764,2027-07-27,2027-07-29,Standard Class,CUST7764,Alice Smith,Corporate,West,Canada,Office Supplies,Chairs,Standing Desk,6,0.38,435.11,46.0,Early
ORD3765,2027-07-28,2027-08-03,First Class,CUST7765,Emma Johnson,Consumer,South,Mexico,Furniture,Chairs,Notebook Binder,3,0.19,360.2,-100.02,Delayed
ORD3766,2027-07-29,2027-08-03,Second Class,CUST7766,Emma Johnson,Home Office,South,Mexico,Technology,Phones,Standing Desk,3,0.33,133.88,-27.16,Delayed
ORD3767,2027-07-30,2027-08-04,First Class,CUST7767,John Doe,Consumer,West,Germany,Furniture,Tables,Notebook Binder,7,0.35,492.61,214.56,Early
ORD3768,2027-07-31,2027-08-05,First Class,CUST7768,John Doe,Corporate,South,Canada,Furniture,Accessories,Smartphone,7,0.32,325.09,120.0,Delayed
ORD3769,2027-08-01,2027-08-06,Standard Class,CUST7769,Alice Smith,Consumer,East,UK,Office Supplies,Accessories,Notebook Binder,7,0.3,255.65,0.31,Delayed
ORD3770,2027-08-02,2027-08-05,Same Day,CUST7770,Alice Smith,Home Office,South,UK,Technology,Binders,USB Drive,2,0.4,392.88,111.26,On Time
ORD3771,2027-08-03,2027-08-10,Same Day,CUST7771,John Doe,Home Office,South,USA,Technology,Accessories,Smartphone,2,0.33,305.32,117.13,Early
ORD3772,2027-08-04,2027-08-10,Standard Class,CUST7772,Robert Brown,Home Office,East,Canada,Office Supplies,Tables,Standing Desk,5,0.42,357.89,70.24,Delayed
ORD3773,2027-08-05,2027-08-09,Standard Class,CUST7773,Robert Brown,Home Office,West,UK,Technology,Accessories,Office Chair,4,0.32,312.4,119.59,Delayed
ORD3774,2027-08-06,2027-08-08,Standard Class,CUST7774,Emma Johnson,Home Office,South,Canada,Technology,Phones,Smartphone,7,0.08,97.63,-10.18,Early
ORD3775,2027-08-07,2027-08-16,Standard Class,CUST7775,John Doe,Home Office,West,Canada,Furniture,Storage,USB Drive,3,0.15,276.24,19.26,Early
ORD3776,2027-08-08,2027-08-09,Standard Class,CUST7776,John Doe,Corporate,East,UK,Furniture,Accessories,Notebook Binder,5,0.17,148.72,24.28,On Time
ORD3777,2027-08-09,2027-08-13,Second Class,CUST7777,Emma Johnson,Corporate,West,Canada,Furniture,Chairs,Standing Desk,2,0.05,289.44,59.31,On Time
ORD3778,2027-08-10,2027-08-11,First Class,CUST7778,Alice Smith,Consumer,West,Mexico,Technology,Chairs,Standing Desk,1,0.35,71.5,35.01,Early
ORD3779,2027-08-11,2027-08-17,First Class,CUST7779,Alice Smith,Corporate,Central,USA,Technology,Storage,USB Drive,9,0.3,123.66,46.59,Delayed
ORD3780,2027-08-12,2027-08-16,First Class,CUST7780,Robert Brown,Home Office,Central,Germany,Technology,Chairs,USB Drive,4,0.29,406.27,-103.92,On Time
ORD3781,2027-08-13,2027-08-18,Same Day,CUST7781,John Doe,Corporate,South,UK,Technology,Chairs,Smartphone,8,0.24,208.58,-34.35,Early
ORD3782,2027-08-14,2027-08-19,Second Class,CUST7782,Alice Smith,Consumer,Central,Germany,Office Supplies,Phones,Office Chair,7,0.27,340.15,76.78,On Time
ORD3783,2027-08-15,2027-08-24,First Class,CUST7783,Robert Brown,Home Office,Central,USA,Office Supplies,Phones,Office Chair,1,0.0,253.95,-27.32,Delayed
ORD3784,2027-08-16,2027-08-17,Same Day,CUST7784,Robert Brown,Corporate,Central,Mexico,Technology,Phones,Notebook Binder,7,0.05,176.94,-30.58,Delayed
ORD3785,2027-08-17,2027-08-19,Second Class,CUST7785,Robert Brown,Corporate,West,Mexico,Furniture,Accessories,Standing Desk,2,0.34,252.64,58.95,Early
ORD3786,2027-08-18,2027-08-24,Second Class,CUST7786,Alice Smith,Consumer,West,Mexico,Furniture,Storage,Smartphone,3,0.13,408.71,52.78,On Time
ORD3787,2027-08-19,2027-08-24,Same Day,CUST7787,Alice Smith,Home Office,Central,Mexico,Office Supplies,Chairs,Standing Desk,1,0.05,147.98,50.93,Delayed
ORD3788,2027-08-20,2027-08-27,Second Class,CUST7788,John Doe,Consumer,East,UK,Office Supplies,Binders,Smartphone,7,0.16,216.51,-9.64,Delayed
ORD3789,2027-08-21,2027-08-24,Same Day,CUST7789,John Doe,Home Office,Central,UK,Technology,Storage,USB Drive,3,0.13,109.27,-3.96,On Time
ORD3790,2027-08-22,2027-08-25,First Class,CUST7790,Robert Brown,Home Office,East,Canada,Technology,Binders,Notebook Binder,6,0.01,182.08,-32.7,Early
ORD3791,2027-08-23,2027-08-25,Same Day,CUST7791,Robert Brown,Corporate,West,Canada,Technology,Chairs,USB Drive,7,0.21,443.7,98.42,On Time
ORD3792,2027-08-24,2027-08-27,Second Class,CUST7792,Alice Smith,Consumer,East,USA,Technology,Tables,Standing Desk,3,0.01,395.0,105.51,On Time
ORD3793,2027-08-25,2027-08-26,First Class,CUST7793,Alice Smith,Consumer,West,Canada,Technology,Storage,Notebook Binder,2,0.0,193.07,-36.54,On Time
ORD3794,2027-08-26,2027-08-31,First Class,CUST7794,John Doe,Consumer,East,USA,Furniture,Accessories,Smartphone,9,0.4,74.87,-7.24,On Time
ORD3795,2027-08-27,2027-09-01,Standard Class,CUST7795,John Doe,Home Office,West,USA,Furniture,Binders,Smartphone,9,0.16,215.79,-38.1,On Time
ORD3796,2027-08-28,2027-09-04,Standard Class,CUST7796,Emma Johnson,Consumer,West,USA,Technology,Storage,Notebook Binder,7,0.28,388.14,115.72,Delayed
ORD3797,2027-08-29,2027-09-02,Second Class,CUST7797,John Doe,Home Office,Central,Mexico,Furniture,Storage,USB Drive,5,0.15,31.46,-4.18,Early
ORD3798,2027-08-30,2027-09-02,Same Day,CUST7798,Alice Smith,Consumer,South,Germany,Technology,Phones,Notebook Binder,4,0.47,375.22,-66.87,Early
ORD3799,2027-08-31,2027-09-01,Same Day,CUST7799,Robert Brown,Consumer,South,Germany,Technology,Tables,USB Drive,4,0.36,343.16,-83.77,Delayed
ORD3800,2027-09-01,2027-09-09,Second Class,CUST7800,Emma Johnson,Corporate,West,UK,Office Supplies,Phones,Notebook Binder,1,0.18,41.68,15.21,Early
ORD3801,2027-09-02,2027-09-05,First Class,CUST7801,John Doe,Consumer,Central,USA,Furniture,Tables,USB Drive,4,0.11,321.46,-64.55,Early
ORD3802,2027-09-03,2027-09-05,Second Class,CUST7802,John Doe,Corporate,South,Mexico,Furniture,Tables,Office Chair,7,0.07,156.34,-43.19,On Time
ORD3803,2027-09-04,2027-09-08,Second Class,CUST7803,Alice Smith,Corporate,South,Canada,Office Supplies,Accessories,Notebook Binder,5,0.38,96.87,-24.08,Early
ORD3804,2027-09-05,2027-09-08,First Class,CUST7804,Emma Johnson,Home Office,Central,Canada,Furniture,Storage,USB Drive,9,0.23,198.59,,On Time
ORD3805,2027-09-06,2027-09-07,Same Day,CUST7805,John Doe,Consumer,Central,UK,Office Supplies,Phones,Standing Desk,4,0.12,110.64,19.62,Early
ORD3806,2027-09-07,2027-09-10,Second Class,CUST7806,Robert Brown,Consumer,South,UK,Furniture,Phones,Standing Desk,3,0.46,414.03,7.69,Delayed
ORD3807,2027-09-08,2027-09-10,Same Day,CUST7807,Alice Smith,Consumer,South,USA,Technology,Binders,Notebook Binder,6,0.2,373.58,24.03,Early
ORD3808,2027-09-09,2027-09-17,Second Class,CUST7808,Emma Johnson,Corporate,East,USA,Office Supplies,Storage,Notebook Binder,4,0.27,490.57,213.62,Delayed
ORD3809,2027-09-10,2027-09-16,First Class,CUST7809,John Doe,Consumer,East,Canada,Technology,Chairs,Smartphone,2,0.43,271.7,83.45,On Time
ORD3810,2027-09-11,2027-09-20,First Class,CUST7810,John Doe,Home Office,West,Canada,Technology,Chairs,USB Drive,5,0.42,53.71,-1.46,On Time
ORD3811,2027-09-12,2027-09-20,Standard Class,CUST7811,Emma Johnson,Home Office,South,Canada,Furniture,Binders,Notebook Binder,4,0.32,190.21,-33.58,On Time
ORD3812,2027-09-13,2027-09-16,First Class,CUST7812,Alice Smith,Consumer,Central,Canada,Office Supplies,Tables,Standing Desk,5,0.44,420.93,126.0,On Time
ORD3813,2027-09-14,2027-09-19,Standard Class,CUST7813,,Corporate,Central,Germany,Technology,Binders,Standing Desk,9,0.48,204.46,32.47,Delayed
ORD3814,2027-09-15,2027-09-22,Second Class,CUST7814,Emma Johnson,Home Office,South,USA,Technology,Binders,Standing Desk,4,0.47,233.28,109.59,Early
ORD3815,2027-09-16,2027-09-21,Same Day,CUST7815,Alice Smith,Home Office,West,USA,Office Supplies,Phones,USB Drive,6,0.17,211.87,90.42,On Time
ORD3816,2027-09-17,2027-09-25,First Class,CUST7816,John Doe,Corporate,Central,Canada,Furniture,Binders,Office Chair,4,0.2,125.34,18.92,On Time
ORD3817,2027-09-18,2027-09-23,First Class,CUST7817,Robert Brown,Home Office,South,Mexico,Technology,Tables,Notebook Binder,1,0.12,45.87,-11.2,On Time
ORD3818,2027-09-19,2027-09-20,First Class,CUST7818,Alice Smith,Corporate,South,Canada,Furniture,Chairs,Office Chair,2,0.42,98.47,-27.1,Delayed
ORD3819,2027-09-20,2027-09-25,Second Class,CUST7819,Robert Brown,Home Office,West,UK,Office Supplies,Accessories,USB Drive,6,0.06,188.33,69.69,Delayed
ORD3820,2027-09-21,2027-09-25,Standard Class,CUST7820,John Doe,Corporate,South,Mexico,Furniture,Storage,Notebook Binder,8,0.18,130.26,33.66,Delayed
ORD3821,2027-09-22,2027-09-28,Second Class,CUST7821,,Home Office,Central,UK,Office Supplies,Binders,Smartphone,9,0.0,290.64,43.05,Early
ORD3822,2027-09-23,2027-09-26,Same Day,CUST7822,Robert Brown,Consumer,East,Mexico,Furniture,Storage,Notebook Binder,4,0.3,310.81,78.06,Early
ORD3823,2027-09-24,2027-09-29,Second Class,CUST7823,John Doe,Home Office,West,UK,Furniture,Binders,Notebook Binder,6,0.33,289.33,38.14,On Time
ORD3824,2027-09-25,2027-09-27,Same Day,CUST7824,John Doe,Home Office,South,Canada,Technology,Storage,Notebook Binder,3,0.12,51.61,8.4,Delayed
ORD3825,2027-09-26,2027-10-02,First Class,CUST7825,Emma Johnson,Consumer,West,Canada,Furniture,Phones,Notebook Binder,9,0.37,336.76,-40.17,Early
ORD3826,2027-09-27,2027-10-03,Same Day,CUST7826,Emma Johnson,Consumer,South,Mexico,Technology,Phones,Notebook Binder,8,0.19,198.44,12.78,Early
ORD3827,2027-09-28,2027-10-03,Same Day,CUST7827,John Doe,Consumer,East,UK,Office Supplies,Storage,USB Drive,1,0.16,440.3,-128.19,Delayed
ORD3828,2027-09-29,2027-10-05,Standard Class,CUST7828,John Doe,Consumer,West,Germany,Office Supplies,Binders,Notebook Binder,2,0.48,267.55,62.87,Early
ORD3829,2027-09-30,2027-10-07,Same Day,CUST7829,Robert Brown,Corporate,South,Mexico,Technology,Binders,USB Drive,9,0.29,51.41,-1.76,Delayed
ORD3830,2027-10-01,2027-10-06,Same Day,CUST7830,John Doe,Corporate,East,Mexico,Furniture,Tables,Notebook Binder,3,0.13,14.52,3.27,Delayed
ORD3831,2027-10-02,2027-10-03,Second Class,CUST7831,John Doe,Home Office,Central,USA,Office Supplies,Chairs,Notebook Binder,3,0.49,354.23,156.28,Delayed
ORD3832,2027-10-03,2027-10-11,First Class,CUST7832,Robert Brown,Home Office,South,Mexico,Office Supplies,Chairs,USB Drive,9,0.19,206.25,-35.75,On Time
ORD3833,2027-10-04,2027-10-08,Second Class,CUST7833,Alice Smith,Home Office,East,Germany,Office Supplies,Accessories,Notebook Binder,3,0.32,151.12,-5.67,Early
ORD3834,2027-10-05,2027-10-14,Second Class,CUST7834,Robert Brown,Corporate,East,Canada,Technology,Chairs,Standing Desk,5,0.36,229.12,-30.76,On Time
ORD3835,2027-10-06,2027-10-12,First Class,CUST7835,Robert Brown,Home Office,West,UK,Office Supplies,Accessories,Notebook Binder,6,0.21,45.47,-4.48,Delayed
ORD3836,2027-10-07,2027-10-08,First Class,CUST7836,Emma Johnson,Home Office,South,USA,Office Supplies,Phones,Smartphone,3,0.27,202.07,98.98,Early
ORD3837,2027-10-08,2027-10-11,Same Day,CUST7837,Robert Brown,Corporate,Central,UK,Office Supplies,Accessories,USB Drive,8,0.12,164.2,31.57,Early
ORD3838,2027-10-09,2027-10-12,Same Day,CUST7838,John Doe,Home Office,South,Canada,Office Supplies,Accessories,Notebook Binder,2,0.23,402.09,21.08,On Time
ORD3839,2027-10-10,2027-10-14,Standard Class,CUST7839,John Doe,Corporate,East,Mexico,Technology,Chairs,Notebook Binder,6,0.16,95.68,-11.02,On Time
ORD3840,2027-10-11,2027-10-17,Second Class,CUST7840,John Doe,Corporate,Central,Germany,Technology,Binders,USB Drive,2,0.27,380.6,121.2,Early
ORD3841,2027-10-12,2027-10-19,First Class,CUST7841,Alice Smith,Consumer,East,USA,Furniture,Phones,Office Chair,9,0.33,255.2,2.54,On Time
ORD3842,2027-10-13,2027-10-17,Same Day,CUST7842,John Doe,Consumer,West,Germany,Office Supplies,Tables,Standing Desk,6,0.31,50.13,-2.96,On Time
ORD3843,2027-10-14,2027-10-20,First Class,CUST7843,Alice Smith,Corporate,South,Germany,Technology,Accessories,Standing Desk,9,0.39,485.14,-59.26,Delayed
ORD3844,2027-10-15,2027-10-16,Same Day,CUST7844,John Doe,Corporate,East,Germany,Furniture,Accessories,Notebook Binder,4,0.02,369.76,-56.02,Early
ORD3845,2027-10-16,2027-10-24,Standard Class,CUST7845,Robert Brown,Consumer,East,Germany,Furniture,Storage,USB Drive,3,0.04,137.45,-11.17,Delayed
ORD3846,2027-10-17,2027-10-24,Standard Class,CUST7846,Emma Johnson,Home Office,South,Canada,Office Supplies,Accessories,Smartphone,2,0.1,295.06,59.53,Delayed
ORD3847,2027-10-18,2027-10-27,First Class,CUST7847,John Doe,Home Office,Central,Germany,Furniture,Binders,Notebook Binder,8,0.49,450.97,-48.76,Early
ORD3848,2027-10-19,2027-10-22,Standard Class,CUST7848,,Home Office,East,Germany,Technology,Tables,Standing Desk,4,0.4,466.1,-117.23,Early
ORD3849,2027-10-20,2027-10-22,First Class,CUST7849,Alice Smith,Corporate,South,Canada,Furniture,Storage,Notebook Binder,2,0.46,368.27,-4.71,Delayed
ORD3850,2027-10-21,2027-10-22,Same Day,CUST7850,Emma Johnson,Consumer,West,UK,Furniture,Chairs,USB Drive,9,0.14,366.56,61.54,Early
ORD3851,2027-10-22,2027-10-25,Second Class,CUST7851,John Doe,Home Office,West,Canada,Technology,Phones,Smartphone,8,0.29,145.91,-36.74,Delayed
ORD3852,2027-10-23,2027-10-28,Standard Class,CUST7852,Robert Brown,Consumer,South,Mexico,Furniture,Binders,Office Chair,5,0.28,494.98,30.74,Delayed
ORD3853,2027-10-24,2027-10-26,Same Day,CUST7853,John Doe,Consumer,East,Canada,Furniture,Tables,Smartphone,8,0.28,129.31,-33.38,On Time
ORD3854,2027-10-25,2027-10-28,Second Class,CUST7854,John Doe,Corporate,South,UK,Furniture,Phones,Notebook Binder,5,0.36,53.81,16.93,Delayed
ORD3855,2027-10-26,2027-10-30,Second Class,CUST7855,Emma Johnson,Home Office,South,Mexico,Furniture,Chairs,Standing Desk,7,0.2,488.92,194.35,Early
ORD3856,2027-10-27,2027-11-03,Second Class,CUST7856,John Doe,Consumer,East,Mexico,Office Supplies,Phones,USB Drive,5,0.34,84.89,39.99,Delayed
ORD3857,2027-10-28,2027-10-31,Same Day,CUST7857,Robert Brown,Corporate,Central,USA,Office Supplies,Storage,Notebook Binder,5,0.39,265.59,67.2,Delayed
ORD3858,2027-10-29,2027-11-07,Same Day,CUST7858,Alice Smith,Corporate,Central,Germany,Technology,Accessories,Office Chair,4,0.14,239.44,49.24,Early
ORD3859,2027-10-30,2027-11-07,First Class,CUST7859,Emma Johnson,Corporate,West,Mexico,Furniture,Accessories,USB Drive,5,0.47,425.62,108.64,Early
ORD3860,2027-10-31,2027-11-04,Second Class,CUST7860,Robert Brown,Home Office,Central,Mexico,Technology,Binders,USB Drive,7,0.26,204.36,78.42,On Time
ORD3861,2027-11-01,2027-11-02,Second Class,CUST7861,Alice Smith,Home Office,South,UK,Office Supplies,Phones,USB Drive,3,0.37,256.07,88.52,Early
ORD3862,2027-11-02,2027-11-03,Second Class,CUST7862,Emma Johnson,Corporate,East,Mexico,Furniture,Accessories,Notebook Binder,4,0.36,31.43,1.6,Delayed
ORD3863,2027-11-03,2027-11-04,First Class,CUST7863,Emma Johnson,Home Office,West,UK,Furniture,Binders,Office Chair,8,0.28,111.84,24.7,Early
ORD3864,2027-11-04,2027-11-05,Second Class,CUST7864,Alice Smith,Home Office,Central,Germany,Office Supplies,Binders,Notebook Binder,6,0.16,418.17,-71.28,Early
ORD3865,2027-11-05,2027-11-13,Same Day,CUST7865,Alice Smith,Consumer,South,USA,Furniture,Storage,USB Drive,8,0.33,244.4,62.55,On Time
ORD3866,2027-11-06,2027-11-09,Second Class,CUST7866,Robert Brown,Corporate,West,USA,Furniture,Binders,USB Drive,2,0.04,123.16,35.05,Delayed
ORD3867,2027-11-07,2027-11-13,Standard Class,CUST7867,,Corporate,East,Germany,Office Supplies,Chairs,Standing Desk,9,0.49,190.76,65.06,On Time
ORD3868,2027-11-08,2027-11-11,Same Day,CUST7868,John Doe,Home Office,Central,Germany,Technology,Accessories,Smartphone,7,0.09,149.7,53.01,On Time
ORD3869,2027-11-09,2027-11-14,First Class,CUST7869,John Doe,Corporate,South,Canada,Technology,Accessories,Notebook Binder,5,0.14,282.55,14.67,Delayed
ORD3870,2027-11-10,2027-11-17,Second Class,CUST7870,John Doe,Corporate,East,Mexico,Furniture,Tables,Office Chair,7,0.48,35.21,14.89,Early
ORD3871,2027-11-11,2027-11-13,Standard Class,CUST7871,John Doe,Corporate,South,Mexico,Office Supplies,Chairs,USB Drive,2,0.09,120.24,58.29,Delayed
ORD3872,2027-11-12,2027-11-18,First Class,CUST7872,Robert Brown,Home Office,South,Mexico,Technology,Accessories,Notebook Binder,4,0.09,183.93,88.73,On Time
ORD3873,2027-11-13,2027-11-19,First Class,CUST7873,Emma Johnson,Home Office,South,UK,Technology,Storage,Smartphone,7,0.4,464.82,78.37,On Time
ORD3874,2027-11-14,2027-11-17,Same Day,CUST7874,Robert Brown,Home Office,East,Canada,Furniture,Accessories,Notebook Binder,2,0.13,315.41,46.55,Delayed
ORD3875,2027-11-15,2027-11-21,First Class,CUST7875,Robert Brown,Consumer,West,Mexico,Technology,Tables,Smartphone,8,0.05,257.08,16.93,On Time
ORD3876,2027-11-16,2027-11-21,First Class,CUST7876,Robert Brown,Corporate,South,UK,Office Supplies,Phones,Notebook Binder,5,0.11,103.5,-6.23,Early
ORD3877,2027-11-17,2027-11-19,First Class,CUST7877,Emma Johnson,Consumer,West,UK,Technology,Phones,Standing Desk,5,0.44,283.35,-9.35,Early
ORD3878,2027-11-18,2027-11-27,First Class,CUST7878,Robert Brown,Home Office,West,USA,Office Supplies,Chairs,Notebook Binder,8,0.14,465.21,-59.27,Delayed
ORD3879,2027-11-19,2027-11-27,Second Class,CUST7879,Robert Brown,Consumer,Central,UK,Office Supplies,Binders,Standing Desk,1,0.35,287.49,133.56,Delayed
ORD3880,2027-11-20,2027-11-23,Second Class,CUST7880,Emma Johnson,Corporate,Central,Germany,Furniture,Tables,Smartphone,6,0.2,90.74,,Early
ORD3881,2027-11-21,2027-11-29,Second Class,CUST7881,Robert Brown,Corporate,West,UK,Technology,Tables,USB Drive,2,0.13,498.59,223.15,Delayed
ORD3882,2027-11-22,2027-12-01,Second Class,CUST7882,John Doe,Home Office,Central,Germany,Furniture,Accessories,USB Drive,1,0.07,254.44,2.47,Early
ORD3883,2027-11-23,2027-11-26,Standard Class,CUST7883,Alice Smith,Home Office,Central,Germany,Technology,Storage,Notebook Binder,7,0.49,166.58,-10.24,Early
ORD3884,2027-11-24,2027-11-27,Second Class,CUST7884,Robert Brown,Consumer,West,USA,Furniture,Accessories,Office Chair,4,0.26,256.65,-49.74,Early
ORD3885,2027-11-25,2027-11-27,First Class,CUST7885,Alice Smith,Home Office,East,USA,Furniture,Storage,Notebook Binder,1,0.06,139.21,-8.33,Early
ORD3886,2027-11-26,2027-12-04,Second Class,CUST7886,Robert Brown,Consumer,Central,UK,Furniture,Tables,Standing Desk,6,0.1,24.88,10.25,Delayed
ORD3887,2027-11-27,2027-11-28,Second Class,CUST7887,,Corporate,Central,USA,Technology,Binders,Standing Desk,6,0.2,445.87,73.93,Early
ORD3888,2027-11-28,2027-12-06,Same Day,CUST7888,John Doe,Corporate,East,USA,Furniture,Phones,Smartphone,3,0.27,220.15,13.65,Early
ORD3889,2027-11-29,2027-12-06,First Class,CUST7889,Emma Johnson,Corporate,East,Mexico,Office Supplies,Chairs,Notebook Binder,6,0.09,,58.58,On Time
ORD3890,2027-11-30,2027-12-07,Second Class,CUST7890,Alice Smith,Corporate,East,UK,Technology,Storage,Smartphone,9,0.14,485.92,201.24,On Time
ORD3891,2027-12-01,2027-12-04,Second Class,CUST7891,Emma Johnson,Corporate,West,UK,Office Supplies,Phones,Office Chair,6,0.39,319.97,-46.63,On Time
ORD3892,2027-12-02,2027-12-03,Second Class,CUST7892,John Doe,Consumer,East,UK,Furniture,Chairs,USB Drive,1,0.21,,164.86,On Time
ORD3893,2027-12-03,2027-12-07,Standard Class,CUST7893,John Doe,Corporate,West,USA,Furniture,Binders,USB Drive,6,0.0,472.19,110.0,Delayed
ORD3894,2027-12-04,2027-12-13,Second Class,CUST7894,Alice Smith,Consumer,South,USA,Office Supplies,Tables,Notebook Binder,8,0.03,263.11,101.11,On Time
ORD3895,2027-12-05,2027-12-10,Same Day,CUST7895,Emma Johnson,Corporate,South,Germany,Furniture,Binders,Smartphone,7,0.22,166.75,20.06,On Time
ORD3896,2027-12-06,2027-12-07,First Class,CUST7896,John Doe,Consumer,East,Canada,Technology,Storage,Smartphone,8,0.03,461.48,-51.08,On Time
ORD3897,2027-12-07,2027-12-12,First Class,CUST7897,Robert Brown,Consumer,East,Canada,Office Supplies,Tables,Office Chair,8,0.09,43.81,6.74,Delayed
ORD3898,2027-12-08,2027-12-16,Second Class,CUST7898,Robert Brown,Consumer,South,Canada,Technology,Accessories,Smartphone,9,0.36,115.16,-28.29,Early
ORD3899,2027-12-09,2027-12-17,Second Class,CUST7899,Robert Brown,Home Office,West,Mexico,Technology,Chairs,Standing Desk,3,0.24,-177.22,67.65,On Time
ORD3900,2027-12-10,2027-12-15,Second Class,CUST7900,Emma Johnson,Consumer,West,USA,Technology,Accessories,Standing Desk,7,0.24,393.23,86.38,Early
ORD3901,2027-12-11,2027-12-20,First Class,CUST7901,Robert Brown,Consumer,East,Germany,Furniture,Tables,Standing Desk,6,0.3,452.91,-33.39,On Time
ORD3902,2027-12-12,2027-12-13,First Class,CUST7902,Robert Brown,Corporate,East,Germany,Furniture,Chairs,Notebook Binder,2,0.39,231.38,-18.61,Delayed
ORD3903,2027-12-13,2027-12-17,Standard Class,CUST7903,John Doe,Consumer,East,Canada,Office Supplies,Chairs,Standing Desk,5,0.08,150.2,63.42,Delayed
ORD3904,2027-12-14,2027-12-17,Same Day,CUST7904,John Doe,Consumer,South,Mexico,Office Supplies,Accessories,Standing Desk,3,0.09,183.07,68.23,Delayed
ORD3905,2027-12-15,2027-12-17,Standard Class,CUST7905,Robert Brown,Home Office,Central,Mexico,Technology,Chairs,USB Drive,5,0.06,331.71,102.99,Early
ORD3906,2027-12-16,2027-12-24,Same Day,CUST7906,Robert Brown,Corporate,East,Canada,Furniture,Tables,Notebook Binder,9,0.47,87.42,2.78,Delayed
ORD3907,2027-12-17,2027-12-24,Standard Class,CUST7907,John Doe,Home Office,West,Canada,Furniture,Storage,Standing Desk,8,0.29,278.24,110.74,Early
ORD3908,2027-12-18,2027-12-27,First Class,CUST7908,Alice Smith,Home Office,Central,USA,Furniture,Storage,Office Chair,9,0.05,298.34,-30.58,Delayed
ORD3909,2027-12-19,2027-12-21,Standard Class,CUST7909,Emma Johnson,Home Office,West,Mexico,Office Supplies,Tables,Standing Desk,9,0.11,356.85,-100.13,On Time
ORD3910,2027-12-20,2027-12-24,Same Day,CUST7910,Emma Johnson,Consumer,Central,Germany,Furniture,Accessories,Notebook Binder,8,0.36,305.91,14.14,On Time
